,BLA,BLP,MABH,BN,FAR,BD,HBN,AHBH,ABH,DHBH,ABF,CL,RBS,HBFR,BL,LU,SBLU,SLR
570,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",E: +20.94 to +36.00,E: +3.00 to +5.00,C: +0.00 to +0.40,C: +0.00 to +0.08,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,E: +287.72 to +376.68,C: +0.00 to +0.04,E: +0.58 to +0.73,A: +0.00 to +0.00,A: +0.00 to +0.06,S,"A, B, G, R","primary, secondary, tertiary"
571,"C: +3,186.09 to +4,883.63",C: +256.79 to +309.19,E: +20.94 to +36.00,D: +1.00 to +3.00,J: +9.79 to +49.32,J: +0.62 to +0.99,A: +0.00 to +0.00,A: +0.00 to +0.00,H: +32.47 to +43.58,A: +0.00 to +0.00,"J: +1,173.35 to +23,420.93",J: +0.49 to +1.40,H: +1.00 to +1.00,A: +0.00 to +0.00,G: +0.35 to +0.44,S,"A, G, R","secondary, tertiary"
572,"C: +3,186.09 to +4,883.63",C: +256.79 to +309.19,C: +0.00 to +12.00,D: +1.00 to +3.00,C: +0.00 to +0.40,D: +0.08 to +0.21,A: +0.00 to +0.00,A: +0.00 to +0.00,B: +0.00 to +4.58,A: +0.00 to +0.00,C: +0.00 to +172.15,D: +0.04 to +0.12,H: +1.00 to +1.00,A: +0.00 to +0.00,J: +0.69 to +1.00,A,"A, S",primary
573,"H: +25,962.57 to +37,105.02",G: +575.40 to +705.73,D: +12.00 to +20.94,I: +19.00 to +37.00,D: +0.40 to +1.50,H: +0.39 to +0.47,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,E: +287.72 to +376.68,G: +0.26 to +0.33,E: +0.58 to +0.73,A: +0.00 to +0.00,I: +0.53 to +0.69,A,"A, B, R, S","primary, secondary"
574,"G: +16,208.22 to +25,962.57",G: +575.40 to +705.73,F: +36.00 to +47.89,D: +1.00 to +3.00,G: +2.90 to +4.06,F: +0.28 to +0.33,G: +1.00 to +3.00,F: +0.00 to +43.06,G: +25.87 to +32.47,G: +0.00 to +5.71,"J: +1,173.35 to +23,420.93",D: +0.04 to +0.12,E: +0.58 to +0.73,F: +0.00 to +0.50,E: +0.22 to +0.28,A,"A, B, G",secondary
575,"H: +25,962.57 to +37,105.02",G: +575.40 to +705.73,E: +20.94 to +36.00,D: +1.00 to +3.00,F: +2.17 to +2.90,E: +0.21 to +0.28,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +17.74 to +20.19,A: +0.00 to +0.00,"J: +1,173.35 to +23,420.93",A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +0.11 to +0.17,A,"A, B, G, S",secondary
576,"B: +1,219.23 to +3,186.09",B: +167.74 to +256.79,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,I: +0.53 to +0.69,A,"A, G, U",secondary
577,"E: +7,021.92 to +10,752.29",E: +373.51 to +479.10,E: +20.94 to +36.00,C: +0.00 to +1.00,C: +0.00 to +0.40,C: +0.00 to +0.08,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +20.19 to +25.87,A: +0.00 to +0.00,G: +466.13 to +602.17,C: +0.00 to +0.04,G: +0.86 to +1.00,A: +0.00 to +0.00,G: +0.35 to +0.44,A,"G, R","secondary, tertiary, residential"
578,"C: +3,186.09 to +4,883.63",B: +167.74 to +256.79,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +0.11 to +0.17,A,"A, G, U",tertiary
579,"D: +4,883.63 to +7,021.92",C: +256.79 to +309.19,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +0.11 to +0.17,A,"A, G, U",tertiary
580,"F: +10,752.29 to +16,208.22",F: +479.10 to +575.40,D: +12.00 to +20.94,E: +3.00 to +5.00,C: +0.00 to +0.40,D: +0.08 to +0.21,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,D: +172.15 to +287.72,E: +0.12 to +0.20,F: +0.73 to +0.86,A: +0.00 to +0.00,H: +0.44 to +0.53,A,R,"secondary, tertiary"
581,"H: +25,962.57 to +37,105.02",H: +705.73 to +877.46,F: +36.00 to +47.89,G: +8.00 to +12.00,E: +1.50 to +2.17,E: +0.21 to +0.28,G: +1.00 to +3.00,G: +43.06 to +50.20,D: +12.32 to +17.74,G: +0.00 to +5.71,H: +602.17 to +800.41,E: +0.12 to +0.20,G: +0.86 to +1.00,H: +0.79 to +1.00,H: +0.44 to +0.53,A,"A, B, G, R, U",secondary
582,"I: +37,105.02 to +68,167.29","J: +1,137.65 to +5,919.44",E: +20.94 to +36.00,H: +12.00 to +19.00,D: +0.40 to +1.50,D: +0.08 to +0.21,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,H: +602.17 to +800.41,F: +0.20 to +0.26,E: +0.58 to +0.73,A: +0.00 to +0.00,D: +0.17 to +0.22,A,"A, B, G, R, U","secondary, tertiary"
583,"G: +16,208.22 to +25,962.57",G: +575.40 to +705.73,H: +62.56 to +80.48,F: +5.00 to +8.00,E: +1.50 to +2.17,F: +0.28 to +0.33,F: +0.00 to +1.00,I: +60.59 to +73.47,E: +17.74 to +20.19,A: +0.00 to +0.00,"I: +800.41 to +1,173.35",G: +0.26 to +0.33,F: +0.73 to +0.86,H: +0.79 to +1.00,F: +0.28 to +0.35,A,R,"tertiary, residential"
584,"D: +4,883.63 to +7,021.92",C: +256.79 to +309.19,C: +0.00 to +12.00,D: +1.00 to +3.00,D: +0.40 to +1.50,F: +0.28 to +0.33,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,G: +466.13 to +602.17,D: +0.04 to +0.12,H: +1.00 to +1.00,A: +0.00 to +0.00,I: +0.53 to +0.69,A,"B, G, R","primary, secondary"
585,"F: +10,752.29 to +16,208.22",E: +373.51 to +479.10,E: +20.94 to +36.00,F: +5.00 to +8.00,C: +0.00 to +0.40,D: +0.08 to +0.21,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,C: +0.00 to +172.15,D: +0.04 to +0.12,G: +0.86 to +1.00,A: +0.00 to +0.00,C: +0.11 to +0.17,A,"A, G, R","primary, secondary, tertiary"
586,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",F: +36.00 to +47.89,F: +5.00 to +8.00,D: +0.40 to +1.50,C: +0.00 to +0.08,G: +1.00 to +3.00,F: +0.00 to +43.06,F: +20.19 to +25.87,G: +0.00 to +5.71,"J: +1,173.35 to +23,420.93",C: +0.00 to +0.04,C: +0.00 to +0.37,A: +0.00 to +0.00,A: +0.00 to +0.06,A,G,"primary, secondary, tertiary"
587,"E: +7,021.92 to +10,752.29",E: +373.51 to +479.10,E: +20.94 to +36.00,F: +5.00 to +8.00,F: +2.17 to +2.90,G: +0.33 to +0.39,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,G: +466.13 to +602.17,G: +0.26 to +0.33,F: +0.73 to +0.86,A: +0.00 to +0.00,D: +0.17 to +0.22,A,"A, R","primary, tertiary"
588,"E: +7,021.92 to +10,752.29",E: +373.51 to +479.10,G: +47.89 to +62.56,C: +0.00 to +1.00,D: +0.40 to +1.50,C: +0.00 to +0.08,F: +0.00 to +1.00,H: +50.20 to +60.59,I: +43.58 to +59.04,A: +0.00 to +0.00,F: +376.68 to +466.13,C: +0.00 to +0.04,G: +0.86 to +1.00,H: +0.79 to +1.00,I: +0.53 to +0.69,A,"B, R, U",primary
589,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",F: +36.00 to +47.89,E: +3.00 to +5.00,D: +0.40 to +1.50,D: +0.08 to +0.21,F: +0.00 to +1.00,G: +43.06 to +50.20,F: +20.19 to +25.87,A: +0.00 to +0.00,"J: +1,173.35 to +23,420.93",C: +0.00 to +0.04,F: +0.73 to +0.86,H: +0.79 to +1.00,B: +0.06 to +0.11,A,"A, G, R","primary, secondary"
590,"B: +1,219.23 to +3,186.09",B: +167.74 to +256.79,E: +20.94 to +36.00,D: +1.00 to +3.00,I: +5.96 to +9.79,J: +0.62 to +0.99,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,"J: +1,173.35 to +23,420.93",E: +0.12 to +0.20,H: +1.00 to +1.00,A: +0.00 to +0.00,G: +0.35 to +0.44,A,"A, B, G, R","secondary, tertiary"
591,"G: +16,208.22 to +25,962.57",G: +575.40 to +705.73,E: +20.94 to +36.00,F: +5.00 to +8.00,D: +0.40 to +1.50,D: +0.08 to +0.21,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +20.19 to +25.87,A: +0.00 to +0.00,H: +602.17 to +800.41,D: +0.04 to +0.12,F: +0.73 to +0.86,A: +0.00 to +0.00,I: +0.53 to +0.69,A,R,"primary, tertiary"
592,"G: +16,208.22 to +25,962.57",G: +575.40 to +705.73,E: +20.94 to +36.00,F: +5.00 to +8.00,E: +1.50 to +2.17,F: +0.28 to +0.33,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,"J: +1,173.35 to +23,420.93",F: +0.20 to +0.26,I: +1.00 to +1.00,A: +0.00 to +0.00,H: +0.44 to +0.53,A,"A, G, R","primary, secondary, tertiary"
593,"H: +25,962.57 to +37,105.02",G: +575.40 to +705.73,I: +80.48 to +100.35,H: +12.00 to +19.00,H: +4.06 to +5.96,H: +0.39 to +0.47,G: +1.00 to +3.00,I: +60.59 to +73.47,F: +20.19 to +25.87,I: +11.99 to +19.31,"I: +800.41 to +1,173.35",E: +0.12 to +0.20,D: +0.37 to +0.58,F: +0.00 to +0.50,H: +0.44 to +0.53,A,"A, G, R, U",tertiary
594,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",F: +36.00 to +47.89,I: +19.00 to +37.00,E: +1.50 to +2.17,E: +0.21 to +0.28,F: +0.00 to +1.00,F: +0.00 to +43.06,C: +4.58 to +12.32,A: +0.00 to +0.00,"J: +1,173.35 to +23,420.93",E: +0.12 to +0.20,E: +0.58 to +0.73,H: +0.79 to +1.00,F: +0.28 to +0.35,A,"A, G, R, S, U","primary, secondary, tertiary"
595,"G: +16,208.22 to +25,962.57",F: +479.10 to +575.40,E: +20.94 to +36.00,H: +12.00 to +19.00,D: +0.40 to +1.50,D: +0.08 to +0.21,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,D: +172.15 to +287.72,G: +0.26 to +0.33,F: +0.73 to +0.86,A: +0.00 to +0.00,I: +0.53 to +0.69,A,"A, R, U","primary, tertiary"
596,"E: +7,021.92 to +10,752.29",E: +373.51 to +479.10,E: +20.94 to +36.00,F: +5.00 to +8.00,E: +1.50 to +2.17,F: +0.28 to +0.33,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,E: +287.72 to +376.68,F: +0.20 to +0.26,J: +1.00 to +1.00,A: +0.00 to +0.00,I: +0.53 to +0.69,A,"A, G, R, U","primary, secondary"
597,"F: +10,752.29 to +16,208.22",E: +373.51 to +479.10,D: +12.00 to +20.94,G: +8.00 to +12.00,D: +0.40 to +1.50,E: +0.21 to +0.28,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,F: +376.68 to +466.13,F: +0.20 to +0.26,E: +0.58 to +0.73,A: +0.00 to +0.00,I: +0.53 to +0.69,A,"A, B, R","tertiary, residential"
598,"F: +10,752.29 to +16,208.22",E: +373.51 to +479.10,D: +12.00 to +20.94,J: +37.00 to +389.00,F: +2.17 to +2.90,I: +0.47 to +0.62,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,C: +0.00 to +172.15,I: +0.39 to +0.49,E: +0.58 to +0.73,A: +0.00 to +0.00,I: +0.53 to +0.69,A,"B, R","secondary, tertiary, residential"
599,"F: +10,752.29 to +16,208.22",E: +373.51 to +479.10,E: +20.94 to +36.00,G: +8.00 to +12.00,D: +0.40 to +1.50,E: +0.21 to +0.28,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,D: +172.15 to +287.72,E: +0.12 to +0.20,F: +0.73 to +0.86,A: +0.00 to +0.00,J: +0.69 to +1.00,A,"A, R","primary, tertiary, residential"
600,"B: +1,219.23 to +3,186.09",B: +167.74 to +256.79,G: +47.89 to +62.56,D: +1.00 to +3.00,J: +9.79 to +49.32,J: +0.62 to +0.99,F: +0.00 to +1.00,I: +60.59 to +73.47,H: +32.47 to +43.58,A: +0.00 to +0.00,"I: +800.41 to +1,173.35",J: +0.49 to +1.40,H: +1.00 to +1.00,H: +0.79 to +1.00,J: +0.69 to +1.00,A,"B, R",residential
601,"I: +37,105.02 to +68,167.29",H: +705.73 to +877.46,I: +80.48 to +100.35,I: +19.00 to +37.00,H: +4.06 to +5.96,F: +0.28 to +0.33,I: +6.00 to +11.00,I: +60.59 to +73.47,I: +43.58 to +59.04,I: +11.99 to +19.31,H: +602.17 to +800.41,F: +0.20 to +0.26,E: +0.58 to +0.73,G: +0.50 to +0.79,I: +0.53 to +0.69,R,"A, B, R","primary, secondary, residential"
602,"G: +16,208.22 to +25,962.57",F: +479.10 to +575.40,E: +20.94 to +36.00,G: +8.00 to +12.00,D: +0.40 to +1.50,D: +0.08 to +0.21,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,D: +172.15 to +287.72,E: +0.12 to +0.20,F: +0.73 to +0.86,A: +0.00 to +0.00,I: +0.53 to +0.69,R,"B, G, R","secondary, residential"
603,"I: +37,105.02 to +68,167.29","I: +877.46 to +1,137.65",J: +100.35 to +338.05,I: +19.00 to +37.00,I: +5.96 to +9.79,F: +0.28 to +0.33,J: +11.00 to +113.00,J: +73.47 to +217.00,I: +43.58 to +59.04,I: +11.99 to +19.31,"I: +800.41 to +1,173.35",F: +0.20 to +0.26,F: +0.73 to +0.86,G: +0.50 to +0.79,G: +0.35 to +0.44,R,"B, R, U","secondary, tertiary, residential"
604,"F: +10,752.29 to +16,208.22",F: +479.10 to +575.40,H: +62.56 to +80.48,D: +1.00 to +3.00,E: +1.50 to +2.17,D: +0.08 to +0.21,G: +1.00 to +3.00,I: +60.59 to +73.47,H: +32.47 to +43.58,H: +5.71 to +11.99,G: +466.13 to +602.17,D: +0.04 to +0.12,H: +1.00 to +1.00,H: +0.79 to +1.00,I: +0.53 to +0.69,R,"G, R","secondary, residential"
605,"H: +25,962.57 to +37,105.02",H: +705.73 to +877.46,E: +20.94 to +36.00,I: +19.00 to +37.00,D: +0.40 to +1.50,D: +0.08 to +0.21,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,D: +172.15 to +287.72,E: +0.12 to +0.20,F: +0.73 to +0.86,A: +0.00 to +0.00,H: +0.44 to +0.53,R,"G, R","secondary, tertiary, residential"
606,"G: +16,208.22 to +25,962.57",F: +479.10 to +575.40,I: +80.48 to +100.35,G: +8.00 to +12.00,H: +4.06 to +5.96,G: +0.33 to +0.39,H: +3.00 to +6.00,H: +50.20 to +60.59,I: +43.58 to +59.04,I: +11.99 to +19.31,H: +602.17 to +800.41,E: +0.12 to +0.20,J: +1.00 to +1.00,H: +0.79 to +1.00,F: +0.28 to +0.35,R,"B, R","secondary, tertiary, residential"
607,"G: +16,208.22 to +25,962.57",G: +575.40 to +705.73,F: +36.00 to +47.89,G: +8.00 to +12.00,D: +0.40 to +1.50,D: +0.08 to +0.21,F: +0.00 to +1.00,F: +0.00 to +43.06,C: +4.58 to +12.32,A: +0.00 to +0.00,F: +376.68 to +466.13,E: +0.12 to +0.20,E: +0.58 to +0.73,H: +0.79 to +1.00,F: +0.28 to +0.35,R,"G, R","secondary, tertiary, residential"
608,"G: +16,208.22 to +25,962.57",G: +575.40 to +705.73,I: +80.48 to +100.35,I: +19.00 to +37.00,I: +5.96 to +9.79,H: +0.39 to +0.47,J: +11.00 to +113.00,I: +60.59 to +73.47,I: +43.58 to +59.04,I: +11.99 to +19.31,F: +376.68 to +466.13,I: +0.39 to +0.49,G: +0.86 to +1.00,H: +0.79 to +1.00,J: +0.69 to +1.00,R,R,"secondary, tertiary, residential"
609,"G: +16,208.22 to +25,962.57",F: +479.10 to +575.40,G: +47.89 to +62.56,E: +3.00 to +5.00,E: +1.50 to +2.17,D: +0.08 to +0.21,G: +1.00 to +3.00,G: +43.06 to +50.20,H: +32.47 to +43.58,H: +5.71 to +11.99,F: +376.68 to +466.13,D: +0.04 to +0.12,F: +0.73 to +0.86,H: +0.79 to +1.00,H: +0.44 to +0.53,R,"A, G, R","secondary, tertiary, residential"
610,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",D: +12.00 to +20.94,E: +3.00 to +5.00,C: +0.00 to +0.40,C: +0.00 to +0.08,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,D: +172.15 to +287.72,C: +0.00 to +0.04,I: +1.00 to +1.00,A: +0.00 to +0.00,J: +0.69 to +1.00,R,"G, R, S","primary, secondary, tertiary, residential"
611,"H: +25,962.57 to +37,105.02",G: +575.40 to +705.73,I: +80.48 to +100.35,F: +5.00 to +8.00,I: +5.96 to +9.79,H: +0.39 to +0.47,H: +3.00 to +6.00,I: +60.59 to +73.47,I: +43.58 to +59.04,I: +11.99 to +19.31,"J: +1,173.35 to +23,420.93",I: +0.39 to +0.49,E: +0.58 to +0.73,G: +0.50 to +0.79,I: +0.53 to +0.69,R,"A, R","secondary, tertiary, residential"
612,"F: +10,752.29 to +16,208.22",F: +479.10 to +575.40,E: +20.94 to +36.00,C: +0.00 to +1.00,D: +0.40 to +1.50,D: +0.08 to +0.21,A: +0.00 to +0.00,A: +0.00 to +0.00,G: +25.87 to +32.47,A: +0.00 to +0.00,"J: +1,173.35 to +23,420.93",E: +0.12 to +0.20,G: +0.86 to +1.00,A: +0.00 to +0.00,H: +0.44 to +0.53,R,"A, R","secondary, tertiary, residential"
613,"F: +10,752.29 to +16,208.22",E: +373.51 to +479.10,I: +80.48 to +100.35,F: +5.00 to +8.00,I: +5.96 to +9.79,G: +0.33 to +0.39,H: +3.00 to +6.00,I: +60.59 to +73.47,J: +59.04 to +176.83,I: +11.99 to +19.31,"I: +800.41 to +1,173.35",H: +0.33 to +0.39,F: +0.73 to +0.86,H: +0.79 to +1.00,F: +0.28 to +0.35,R,"A, G, R","secondary, tertiary"
614,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",J: +100.35 to +338.05,H: +12.00 to +19.00,G: +2.90 to +4.06,D: +0.08 to +0.21,J: +11.00 to +113.00,I: +60.59 to +73.47,J: +59.04 to +176.83,J: +19.31 to +128.65,H: +602.17 to +800.41,E: +0.12 to +0.20,D: +0.37 to +0.58,F: +0.00 to +0.50,C: +0.11 to +0.17,R,"B, G, R, S","primary, secondary, tertiary, residential"
615,"G: +16,208.22 to +25,962.57",G: +575.40 to +705.73,D: +12.00 to +20.94,G: +8.00 to +12.00,D: +0.40 to +1.50,D: +0.08 to +0.21,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,G: +466.13 to +602.17,E: +0.12 to +0.20,F: +0.73 to +0.86,A: +0.00 to +0.00,G: +0.35 to +0.44,R,"A, G, R","secondary, tertiary"
616,"I: +37,105.02 to +68,167.29","I: +877.46 to +1,137.65",D: +12.00 to +20.94,I: +19.00 to +37.00,D: +0.40 to +1.50,D: +0.08 to +0.21,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,E: +287.72 to +376.68,D: +0.04 to +0.12,E: +0.58 to +0.73,A: +0.00 to +0.00,I: +0.53 to +0.69,R,"A, G, R","primary, secondary, tertiary, residential"
617,"H: +25,962.57 to +37,105.02",H: +705.73 to +877.46,I: +80.48 to +100.35,I: +19.00 to +37.00,I: +5.96 to +9.79,G: +0.33 to +0.39,J: +11.00 to +113.00,J: +73.47 to +217.00,J: +59.04 to +176.83,I: +11.99 to +19.31,G: +466.13 to +602.17,I: +0.39 to +0.49,E: +0.58 to +0.73,G: +0.50 to +0.79,D: +0.17 to +0.22,R,"A, G, R","primary, secondary, tertiary"
618,"F: +10,752.29 to +16,208.22",E: +373.51 to +479.10,I: +80.48 to +100.35,F: +5.00 to +8.00,J: +9.79 to +49.32,J: +0.62 to +0.99,G: +1.00 to +3.00,I: +60.59 to +73.47,I: +43.58 to +59.04,J: +19.31 to +128.65,"J: +1,173.35 to +23,420.93",J: +0.49 to +1.40,F: +0.73 to +0.86,H: +0.79 to +1.00,E: +0.22 to +0.28,R,"A, R","primary, tertiary"
619,"J: +68,167.29 to +723,844.63","I: +877.46 to +1,137.65",G: +47.89 to +62.56,J: +37.00 to +389.00,D: +0.40 to +1.50,F: +0.28 to +0.33,F: +0.00 to +1.00,H: +50.20 to +60.59,C: +4.58 to +12.32,A: +0.00 to +0.00,D: +172.15 to +287.72,F: +0.20 to +0.26,D: +0.37 to +0.58,H: +0.79 to +1.00,F: +0.28 to +0.35,R,"A, R",secondary
620,"E: +7,021.92 to +10,752.29",E: +373.51 to +479.10,G: +47.89 to +62.56,E: +3.00 to +5.00,I: +5.96 to +9.79,J: +0.62 to +0.99,F: +0.00 to +1.00,I: +60.59 to +73.47,G: +25.87 to +32.47,A: +0.00 to +0.00,"J: +1,173.35 to +23,420.93",I: +0.39 to +0.49,H: +1.00 to +1.00,H: +0.79 to +1.00,F: +0.28 to +0.35,R,"A, G, R","primary, tertiary, residential"
621,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",I: +80.48 to +100.35,I: +19.00 to +37.00,G: +2.90 to +4.06,D: +0.08 to +0.21,J: +11.00 to +113.00,I: +60.59 to +73.47,H: +32.47 to +43.58,I: +11.99 to +19.31,G: +466.13 to +602.17,D: +0.04 to +0.12,D: +0.37 to +0.58,F: +0.00 to +0.50,I: +0.53 to +0.69,R,"A, G, R, U","primary, secondary"
622,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",I: +80.48 to +100.35,I: +19.00 to +37.00,E: +1.50 to +2.17,D: +0.08 to +0.21,J: +11.00 to +113.00,H: +50.20 to +60.59,G: +25.87 to +32.47,I: +11.99 to +19.31,F: +376.68 to +466.13,D: +0.04 to +0.12,E: +0.58 to +0.73,G: +0.50 to +0.79,B: +0.06 to +0.11,R,"A, G, R, U","primary, secondary, tertiary"
623,"H: +25,962.57 to +37,105.02","I: +877.46 to +1,137.65",I: +80.48 to +100.35,I: +19.00 to +37.00,H: +4.06 to +5.96,H: +0.39 to +0.47,I: +6.00 to +11.00,I: +60.59 to +73.47,G: +25.87 to +32.47,I: +11.99 to +19.31,G: +466.13 to +602.17,F: +0.20 to +0.26,G: +0.86 to +1.00,H: +0.79 to +1.00,G: +0.35 to +0.44,R,"A, B, G, R","primary, secondary, tertiary, residential"
624,"F: +10,752.29 to +16,208.22",F: +479.10 to +575.40,I: +80.48 to +100.35,F: +5.00 to +8.00,I: +5.96 to +9.79,F: +0.28 to +0.33,I: +6.00 to +11.00,J: +73.47 to +217.00,J: +59.04 to +176.83,I: +11.99 to +19.31,H: +602.17 to +800.41,G: +0.26 to +0.33,E: +0.58 to +0.73,G: +0.50 to +0.79,C: +0.11 to +0.17,R,"A, G, R","secondary, tertiary"
625,"F: +10,752.29 to +16,208.22",F: +479.10 to +575.40,I: +80.48 to +100.35,G: +8.00 to +12.00,I: +5.96 to +9.79,H: +0.39 to +0.47,H: +3.00 to +6.00,I: +60.59 to +73.47,H: +32.47 to +43.58,I: +11.99 to +19.31,H: +602.17 to +800.41,H: +0.33 to +0.39,G: +0.86 to +1.00,H: +0.79 to +1.00,E: +0.22 to +0.28,R,"A, G, R","primary, tertiary, residential"
626,"J: +68,167.29 to +723,844.63","I: +877.46 to +1,137.65",E: +20.94 to +36.00,J: +37.00 to +389.00,E: +1.50 to +2.17,G: +0.33 to +0.39,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,E: +287.72 to +376.68,I: +0.39 to +0.49,C: +0.00 to +0.37,A: +0.00 to +0.00,H: +0.44 to +0.53,R,"A, B, R, U",secondary
627,"D: +4,883.63 to +7,021.92",D: +309.19 to +373.51,H: +62.56 to +80.48,F: +5.00 to +8.00,I: +5.96 to +9.79,G: +0.33 to +0.39,H: +3.00 to +6.00,H: +50.20 to +60.59,I: +43.58 to +59.04,H: +5.71 to +11.99,F: +376.68 to +466.13,G: +0.26 to +0.33,I: +1.00 to +1.00,H: +0.79 to +1.00,F: +0.28 to +0.35,R,"G, R","tertiary, residential"
628,"G: +16,208.22 to +25,962.57",F: +479.10 to +575.40,I: +80.48 to +100.35,F: +5.00 to +8.00,I: +5.96 to +9.79,F: +0.28 to +0.33,H: +3.00 to +6.00,I: +60.59 to +73.47,I: +43.58 to +59.04,J: +19.31 to +128.65,H: +602.17 to +800.41,E: +0.12 to +0.20,J: +1.00 to +1.00,H: +0.79 to +1.00,C: +0.11 to +0.17,R,"G, R","secondary, tertiary"
629,"B: +1,219.23 to +3,186.09",B: +167.74 to +256.79,H: +62.56 to +80.48,D: +1.00 to +3.00,F: +2.17 to +2.90,D: +0.08 to +0.21,F: +0.00 to +1.00,I: +60.59 to +73.47,I: +43.58 to +59.04,G: +0.00 to +5.71,E: +287.72 to +376.68,D: +0.04 to +0.12,H: +1.00 to +1.00,H: +0.79 to +1.00,G: +0.35 to +0.44,R,"G, R",residential
630,"G: +16,208.22 to +25,962.57",G: +575.40 to +705.73,I: +80.48 to +100.35,H: +12.00 to +19.00,I: +5.96 to +9.79,G: +0.33 to +0.39,J: +11.00 to +113.00,J: +73.47 to +217.00,J: +59.04 to +176.83,H: +5.71 to +11.99,F: +376.68 to +466.13,H: +0.33 to +0.39,F: +0.73 to +0.86,H: +0.79 to +1.00,D: +0.17 to +0.22,R,"A, G, R","tertiary, residential"
631,"F: +10,752.29 to +16,208.22",F: +479.10 to +575.40,I: +80.48 to +100.35,F: +5.00 to +8.00,I: +5.96 to +9.79,F: +0.28 to +0.33,H: +3.00 to +6.00,I: +60.59 to +73.47,J: +59.04 to +176.83,H: +5.71 to +11.99,H: +602.17 to +800.41,F: +0.20 to +0.26,I: +1.00 to +1.00,H: +0.79 to +1.00,F: +0.28 to +0.35,R,"G, R","primary, secondary, tertiary, residential"
